Phytochemical,Plant,CID,SMILES,Database,Target_Name,Gene_Symbol,UniProt_ID,ChEMBL_ID,Target_Class,Target_Key,Probability,P_Value,Max_Tc,Rank
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,SwissTargetPrediction,Leucine-rich repeat serine/threonine-protein kinase 2,LRRK2,Q5S007,CHEMBL1075104,Kinase,Q5S007,0.11573667475,,,2
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,SwissTargetPrediction,Serine/threonine-protein kinase Chk1,CHEK1,O14757,CHEMBL4630,Kinase,O14757,0.11573667475,,,3
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,SwissTargetPrediction,Tyrosine-protein kinase SYK,SYK,P43405,CHEMBL2599,Kinase,P43405,0.11573667475,,,4
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,SwissTargetPrediction,Epidermal growth factor receptor erbB1,EGFR,P00533,CHEMBL203,Kinase,P00533,0.11573667475,,,5
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,SwissTargetPrediction,Bromodomain-containing protein 4,BRD4,O60885,CHEMBL1163125,Reader,O60885,0.11573667475,,,6
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,SwissTargetPrediction,Bromodomain-containing protein 9,BRD9,Q9H8M2,CHEMBL3108640,Reader,Q9H8M2,0.11573667475,,,7
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,SwissTargetPrediction,Lysine-specific demethylase 5B,KDM5B,Q9UGL1,CHEMBL3774295,Eraser,Q9UGL1,0.11573667475,,,8
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,SwissTargetPrediction,Phosphodiesterase 5A,PDE5A,O76074,CHEMBL1827,Phosphodiesterase,O76074,0.11573667475,,,9
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,SwissTargetPrediction,Nerve growth factor receptor Trk-A,NTRK1,P04629,CHEMBL2815,Kinase,P04629,0.11573667475,,,10
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,SwissTargetPrediction,Intercellular adhesion molecule-1,ICAM1,P05362,CHEMBL3070,Adhesion,P05362,0.11573667475,,,11
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,SwissTargetPrediction,Selectin E,SELE,P16581,CHEMBL3890,Adhesion,P16581,0.11573667475,,,12
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,SwissTargetPrediction,Tyrosine-protein kinase JAK3,JAK3,P52333,CHEMBL2148,Kinase,P52333,0.11573667475,,,13
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,SwissTargetPrediction,Matrix metalloproteinase 13,MMP13,P45452,CHEMBL280,Protease,P45452,0.11573667475,,,14
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,SwissTargetPrediction,Orexin receptor 2,HCRTR2,O43614,CHEMBL4792,Family A G protein-coupled receptor,O43614,0.11573667475,,,15
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,SwissTargetPrediction,Acetylcholinesterase,ACHE,P22303,CHEMBL220,Hydrolase,P22303,0.113045471502,,,1
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,SwissTargetPrediction,Vitamin D receptor,VDR,P11473,CHEMBL1977,Nuclear receptor,P11473,0.0926446451291,,,2
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,SwissTargetPrediction,Protein-tyrosine phosphatase 1B,PTPN1,P18031,CHEMBL335,Phosphatase,P18031,0.0414702990123,,,3
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,SwissTargetPrediction,HMG-CoA reductase,HMGCR,P04035,CHEMBL402,Oxidoreductase,P04035,0.0312265582077,,,4
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,SwissTargetPrediction,Cytochrome P450 19A1,CYP19A1,P11511,CHEMBL1978,Cytochrome P450,P11511,0.0312265582077,,,5
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,SwissTargetPrediction,UDP-glucuronosyltransferase 2B7,UGT2B7,P16662,CHEMBL4370,Enzyme,P16662,0.0312265582077,,,6
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,SwissTargetPrediction,Dual specificity phosphatase Cdc25A,CDC25A,P30304,CHEMBL3775,Phosphatase,P30304,0.0312265582077,,,7
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,SwissTargetPrediction,Thromboxane-A synthase,TBXAS1,P24557,CHEMBL1835,Cytochrome P450,P24557,0.0312265582077,,,8
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,SwissTargetPrediction,DNA polymerase alpha subunit,POLA1,P09884,CHEMBL1828,Transferase,P09884,0.0312265582077,,,9
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,SwissTargetPrediction,Cytochrome P450 11B2,CYP11B2,P19099,CHEMBL2722,Cytochrome P450,P19099,0.0312265582077,,,10
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,SwissTargetPrediction,Polyadenylate-binding protein 1,PABPC1,P11940,CHEMBL1293286,Unclassified protein,P11940,0.0312265582077,,,11
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,SwissTargetPrediction,Thymidylate synthase,TYMS,P04818,CHEMBL1952,Transferase,P04818,0.0312265582077,,,12
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,SwissTargetPrediction,Beta-chymotrypsin,CTRB1,P17538,CHEMBL4796,Protease,P17538,0.0312265582077,,,13
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,SwissTargetPrediction,Cytochrome P450 11B1,CYP11B1,P15538,CHEMBL1908,Cytochrome P450,P15538,0.0,,,14
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,SwissTargetPrediction,"7,8-dihydro-8-oxoguanine triphosphatase",NUDT1,P36639,CHEMBL3708265,Enzyme,P36639,0.0,,,15
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,SwissTargetPrediction,Acetylcholinesterase,ACHE,P22303,CHEMBL220,Hydrolase,P22303,0.123286593176,,,1
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,SwissTargetPrediction,Vitamin D receptor,VDR,P11473,CHEMBL1977,Nuclear receptor,P11473,0.0926446451291,,,2
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,SwissTargetPrediction,Dual specificity phosphatase Cdc25A,CDC25A,P30304,CHEMBL3775,Phosphatase,P30304,0.0517133123472,,,3
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,SwissTargetPrediction,Protein-tyrosine phosphatase 1B,PTPN1,P18031,CHEMBL335,Phosphatase,P18031,0.0414702990123,,,4
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,SwissTargetPrediction,HMG-CoA reductase,HMGCR,P04035,CHEMBL402,Oxidoreductase,P04035,0.0312265582077,,,5
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,SwissTargetPrediction,Cytochrome P450 19A1,CYP19A1,P11511,CHEMBL1978,Cytochrome P450,P11511,0.0312265582077,,,6
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,SwissTargetPrediction,UDP-glucuronosyltransferase 2B7,UGT2B7,P16662,CHEMBL4370,Enzyme,P16662,0.0312265582077,,,7
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,SwissTargetPrediction,Thromboxane-A synthase,TBXAS1,P24557,CHEMBL1835,Cytochrome P450,P24557,0.0312265582077,,,8
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,SwissTargetPrediction,Cytochrome P450 11B1,CYP11B1,P15538,CHEMBL1908,Cytochrome P450,P15538,0.0312265582077,,,9
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,SwissTargetPrediction,Cytochrome P450 11B2,CYP11B2,P19099,CHEMBL2722,Cytochrome P450,P19099,0.0312265582077,,,10
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,SwissTargetPrediction,DNA polymerase alpha subunit,POLA1,P09884,CHEMBL1828,Transferase,P09884,0.0312265582077,,,11
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,SwissTargetPrediction,11-beta-hydroxysteroid dehydrogenase 1,HSD11B1,P28845,CHEMBL4235,Enzyme,P28845,0.0312265582077,,,12
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,SwissTargetPrediction,Alpha-2a adrenergic receptor,ADRA2A,P08913,CHEMBL1867,Family A G protein-coupled receptor,P08913,0.0312265582077,,,13
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,SwissTargetPrediction,Adrenergic receptor alpha-2,ADRA2C,P18825,CHEMBL1916,Family A G protein-coupled receptor,P18825,0.0312265582077,,,14
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,SwissTargetPrediction,Alpha-2b adrenergic receptor,ADRA2B,P18089,CHEMBL1942,Family A G protein-coupled receptor,P18089,0.0312265582077,,,15
HYPAPHORINE,Abrus precatorius,442106.0,C[N+](C)(C)C(CC1=CNC2=CC=CC=C21)C(=O)[O-],SwissTargetPrediction,Angiotensin-converting enzyme,ACE,P12821,CHEMBL1808,Protease,P12821,0.0807923867549,,,1
HYPAPHORINE,Abrus precatorius,442106.0,C[N+](C)(C)C(CC1=CNC2=CC=CC=C21)C(=O)[O-],SwissTargetPrediction,Serotonin 2b (5-HT2b) receptor,HTR2B,P41595,CHEMBL1833,Family A G protein-coupled receptor,P41595,0.071715932485,,,2
HYPAPHORINE,Abrus precatorius,442106.0,C[N+](C)(C)C(CC1=CNC2=CC=CC=C21)C(=O)[O-],SwissTargetPrediction,Serotonin 1a (5-HT1a) receptor,HTR1A,P08908,CHEMBL214,Family A G protein-coupled receptor,P08908,0.071715932485,,,3
HYPAPHORINE,Abrus precatorius,442106.0,C[N+](C)(C)C(CC1=CNC2=CC=CC=C21)C(=O)[O-],SwissTargetPrediction,Serotonin 2a (5-HT2a) receptor,HTR2A,P28223,CHEMBL224,Family A G protein-coupled receptor,P28223,0.071715932485,,,4
HYPAPHORINE,Abrus precatorius,442106.0,C[N+](C)(C)C(CC1=CNC2=CC=CC=C21)C(=O)[O-],SwissTargetPrediction,Serotonin 2c (5-HT2c) receptor,HTR2C,P28335,CHEMBL225,Family A G protein-coupled receptor,P28335,0.071715932485,,,5
HYPAPHORINE,Abrus precatorius,442106.0,C[N+](C)(C)C(CC1=CNC2=CC=CC=C21)C(=O)[O-],SwissTargetPrediction,Serotonin 7 (5-HT7) receptor,HTR7,P34969,CHEMBL3155,Family A G protein-coupled receptor,P34969,0.071715932485,,,6
HYPAPHORINE,Abrus precatorius,442106.0,C[N+](C)(C)C(CC1=CNC2=CC=CC=C21)C(=O)[O-],SwissTargetPrediction,Matrix metalloproteinase 3,MMP3,P08254,CHEMBL283,Protease,P08254,0.0626219668353,,,7
HYPAPHORINE,Abrus precatorius,442106.0,C[N+](C)(C)C(CC1=CNC2=CC=CC=C21)C(=O)[O-],SwissTargetPrediction,Neprilysin,MME,P08473,CHEMBL1944,Protease,P08473,0.0626219668353,,,8
HYPAPHORINE,Abrus precatorius,442106.0,C[N+](C)(C)C(CC1=CNC2=CC=CC=C21)C(=O)[O-],SwissTargetPrediction,"Indoleamine 2,3-dioxygenase",IDO1,P14902,CHEMBL4685,Enzyme,P14902,0.0626219668353,,,9
HYPAPHORINE,Abrus precatorius,442106.0,C[N+](C)(C)C(CC1=CNC2=CC=CC=C21)C(=O)[O-],SwissTargetPrediction,"Intercellular adhesion molecule (ICAM-1), Integrin alpha-L/beta-2",ITGAL ICAM1 ITGB2,P20701 P05362 P05107,CHEMBL2096661,Membrane receptor,P20701 P05362 P05107,0.0626219668353,,,10
HYPAPHORINE,Abrus precatorius,442106.0,C[N+](C)(C)C(CC1=CNC2=CC=CC=C21)C(=O)[O-],SwissTargetPrediction,Endothelin-converting enzyme 1,ECE1,P42892,CHEMBL4791,Protease,P42892,0.0535560755162,,,11
HYPAPHORINE,Abrus precatorius,442106.0,C[N+](C)(C)C(CC1=CNC2=CC=CC=C21)C(=O)[O-],SwissTargetPrediction,Neurokinin 1 receptor,TACR1,P25103,CHEMBL249,Family A G protein-coupled receptor,P25103,0.0535560755162,,,12
HYPAPHORINE,Abrus precatorius,442106.0,C[N+](C)(C)C(CC1=CNC2=CC=CC=C21)C(=O)[O-],SwissTargetPrediction,Serotonin transporter,SLC6A4,P31645,CHEMBL228,Electrochemical transporter,P31645,0.0535560755162,,,13
HYPAPHORINE,Abrus precatorius,442106.0,C[N+](C)(C)C(CC1=CNC2=CC=CC=C21)C(=O)[O-],SwissTargetPrediction,Endoplasmic reticulum aminopeptidase 2,ERAP2,Q6P179,CHEMBL5043,Protease,Q6P179,0.0535560755162,,,14
HYPAPHORINE,Abrus precatorius,442106.0,C[N+](C)(C)C(CC1=CNC2=CC=CC=C21)C(=O)[O-],SwissTargetPrediction,Ephrin type-A receptor 2,EPHA2,P29317,CHEMBL2068,Kinase,P29317,0.0535560755162,,,15
Hypaphorine,Abrus precatorius,442106.0,[O-]C(=O)[C@@H]([N+](C)(C)C)Cc1c[nH]c2c1cccc2,SwissTargetPrediction,Angiotensin-converting enzyme,ACE,P12821,CHEMBL1808,Protease,P12821,0.0807923867549,,,1
Hypaphorine,Abrus precatorius,442106.0,[O-]C(=O)[C@@H]([N+](C)(C)C)Cc1c[nH]c2c1cccc2,SwissTargetPrediction,Matrix metalloproteinase 3,MMP3,P08254,CHEMBL283,Protease,P08254,0.071715932485,,,2
Hypaphorine,Abrus precatorius,442106.0,[O-]C(=O)[C@@H]([N+](C)(C)C)Cc1c[nH]c2c1cccc2,SwissTargetPrediction,Serotonin 2b (5-HT2b) receptor,HTR2B,P41595,CHEMBL1833,Family A G protein-coupled receptor,P41595,0.071715932485,,,3
Hypaphorine,Abrus precatorius,442106.0,[O-]C(=O)[C@@H]([N+](C)(C)C)Cc1c[nH]c2c1cccc2,SwissTargetPrediction,Serotonin 1a (5-HT1a) receptor,HTR1A,P08908,CHEMBL214,Family A G protein-coupled receptor,P08908,0.071715932485,,,4
Hypaphorine,Abrus precatorius,442106.0,[O-]C(=O)[C@@H]([N+](C)(C)C)Cc1c[nH]c2c1cccc2,SwissTargetPrediction,Serotonin 2a (5-HT2a) receptor,HTR2A,P28223,CHEMBL224,Family A G protein-coupled receptor,P28223,0.071715932485,,,5
Hypaphorine,Abrus precatorius,442106.0,[O-]C(=O)[C@@H]([N+](C)(C)C)Cc1c[nH]c2c1cccc2,SwissTargetPrediction,Serotonin 2c (5-HT2c) receptor,HTR2C,P28335,CHEMBL225,Family A G protein-coupled receptor,P28335,0.071715932485,,,6
Hypaphorine,Abrus precatorius,442106.0,[O-]C(=O)[C@@H]([N+](C)(C)C)Cc1c[nH]c2c1cccc2,SwissTargetPrediction,Serotonin 7 (5-HT7) receptor,HTR7,P34969,CHEMBL3155,Family A G protein-coupled receptor,P34969,0.071715932485,,,7
Hypaphorine,Abrus precatorius,442106.0,[O-]C(=O)[C@@H]([N+](C)(C)C)Cc1c[nH]c2c1cccc2,SwissTargetPrediction,Neprilysin,MME,P08473,CHEMBL1944,Protease,P08473,0.0626219668353,,,8
Hypaphorine,Abrus precatorius,442106.0,[O-]C(=O)[C@@H]([N+](C)(C)C)Cc1c[nH]c2c1cccc2,SwissTargetPrediction,"Indoleamine 2,3-dioxygenase",IDO1,P14902,CHEMBL4685,Enzyme,P14902,0.0626219668353,,,9
Hypaphorine,Abrus precatorius,442106.0,[O-]C(=O)[C@@H]([N+](C)(C)C)Cc1c[nH]c2c1cccc2,SwissTargetPrediction,"Intercellular adhesion molecule (ICAM-1), Integrin alpha-L/beta-2",ITGAL ICAM1 ITGB2,P20701 P05362 P05107,CHEMBL2096661,Membrane receptor,P20701 P05362 P05107,0.0626219668353,,,10
Hypaphorine,Abrus precatorius,442106.0,[O-]C(=O)[C@@H]([N+](C)(C)C)Cc1c[nH]c2c1cccc2,SwissTargetPrediction,Endothelin-converting enzyme 1,ECE1,P42892,CHEMBL4791,Protease,P42892,0.0535560755162,,,11
Hypaphorine,Abrus precatorius,442106.0,[O-]C(=O)[C@@H]([N+](C)(C)C)Cc1c[nH]c2c1cccc2,SwissTargetPrediction,Neurokinin 1 receptor,TACR1,P25103,CHEMBL249,Family A G protein-coupled receptor,P25103,0.0535560755162,,,12
Hypaphorine,Abrus precatorius,442106.0,[O-]C(=O)[C@@H]([N+](C)(C)C)Cc1c[nH]c2c1cccc2,SwissTargetPrediction,Serotonin transporter,SLC6A4,P31645,CHEMBL228,Electrochemical transporter,P31645,0.0535560755162,,,13
Hypaphorine,Abrus precatorius,442106.0,[O-]C(=O)[C@@H]([N+](C)(C)C)Cc1c[nH]c2c1cccc2,SwissTargetPrediction,Endoplasmic reticulum aminopeptidase 2,ERAP2,Q6P179,CHEMBL5043,Protease,Q6P179,0.0535560755162,,,14
Hypaphorine,Abrus precatorius,442106.0,[O-]C(=O)[C@@H]([N+](C)(C)C)Cc1c[nH]c2c1cccc2,SwissTargetPrediction,Ephrin type-A receptor 2,EPHA2,P29317,CHEMBL2068,Kinase,P29317,0.0535560755162,,,15
L-Abrine,Abrus precatorius,160511.0,CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,SwissTargetPrediction,"Indoleamine 2,3-dioxygenase",IDO1,P14902,CHEMBL4685,Enzyme,P14902,0.155759218072,,,1
L-Abrine,Abrus precatorius,160511.0,CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,SwissTargetPrediction,Serotonin 2b (5-HT2b) receptor,HTR2B,P41595,CHEMBL1833,Family A G protein-coupled receptor,P41595,0.0864426933852,,,2
L-Abrine,Abrus precatorius,160511.0,CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,SwissTargetPrediction,Serotonin 1a (5-HT1a) receptor,HTR1A,P08908,CHEMBL214,Family A G protein-coupled receptor,P08908,0.0864426933852,,,3
L-Abrine,Abrus precatorius,160511.0,CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,SwissTargetPrediction,Serotonin 2a (5-HT2a) receptor,HTR2A,P28223,CHEMBL224,Family A G protein-coupled receptor,P28223,0.0864426933852,,,4
L-Abrine,Abrus precatorius,160511.0,CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,SwissTargetPrediction,Serotonin 2c (5-HT2c) receptor,HTR2C,P28335,CHEMBL225,Family A G protein-coupled receptor,P28335,0.0864426933852,,,5
L-Abrine,Abrus precatorius,160511.0,CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,SwissTargetPrediction,Serotonin 7 (5-HT7) receptor,HTR7,P34969,CHEMBL3155,Family A G protein-coupled receptor,P34969,0.0864426933852,,,6
L-Abrine,Abrus precatorius,160511.0,CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,SwissTargetPrediction,Neurokinin 1 receptor,TACR1,P25103,CHEMBL249,Family A G protein-coupled receptor,P25103,0.0690974435253,,,7
L-Abrine,Abrus precatorius,160511.0,CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,SwissTargetPrediction,Angiotensin-converting enzyme,ACE,P12821,CHEMBL1808,Protease,P12821,0.0604245879294,,,8
L-Abrine,Abrus precatorius,160511.0,CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,SwissTargetPrediction,Cathepsin L,CTSL,P07711,CHEMBL3837,Protease,P07711,0.0604245879294,,,9
L-Abrine,Abrus precatorius,160511.0,CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,SwissTargetPrediction,Ephrin type-A receptor 2,EPHA2,P29317,CHEMBL2068,Kinase,P29317,0.0604245879294,,,10
L-Abrine,Abrus precatorius,160511.0,CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,SwissTargetPrediction,Ephrin type-B receptor 2,EPHB2,P29323,CHEMBL3290,Kinase,P29323,0.0604245879294,,,11
L-Abrine,Abrus precatorius,160511.0,CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,SwissTargetPrediction,Ephrin type-A receptor 5,EPHA5,P54756,CHEMBL3987,Kinase,P54756,0.0604245879294,,,12
L-Abrine,Abrus precatorius,160511.0,CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,SwissTargetPrediction,Ephrin type-A receptor 4,EPHA4,P54764,CHEMBL3988,Kinase,P54764,0.0604245879294,,,13
L-Abrine,Abrus precatorius,160511.0,CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,SwissTargetPrediction,Ephrin type-A receptor 8,EPHA8,P29322,CHEMBL4134,Kinase,P29322,0.0604245879294,,,14
L-Abrine,Abrus precatorius,160511.0,CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,SwissTargetPrediction,Ephrin type-A receptor 6,EPHA6,Q9UF33,CHEMBL4526,Kinase,Q9UF33,0.0604245879294,,,15
L-BORNYL-ACETATE,Abies alba,93009.0,CC(=O)OC1CC2CCC1(C2(C)C)C,SwissTargetPrediction,Acetylcholinesterase,ACHE,P22303,CHEMBL220,Hydrolase,P22303,0.123286593176,,,1
L-BORNYL-ACETATE,Abies alba,93009.0,CC(=O)OC1CC2CCC1(C2(C)C)C,SwissTargetPrediction,Vitamin D receptor,VDR,P11473,CHEMBL1977,Nuclear receptor,P11473,0.0926446451291,,,2
L-BORNYL-ACETATE,Abies alba,93009.0,CC(=O)OC1CC2CCC1(C2(C)C)C,SwissTargetPrediction,Dual specificity phosphatase Cdc25A,CDC25A,P30304,CHEMBL3775,Phosphatase,P30304,0.0517133123472,,,3
L-BORNYL-ACETATE,Abies alba,93009.0,CC(=O)OC1CC2CCC1(C2(C)C)C,SwissTargetPrediction,Protein-tyrosine phosphatase 1B,PTPN1,P18031,CHEMBL335,Phosphatase,P18031,0.0414702990123,,,4
L-BORNYL-ACETATE,Abies alba,93009.0,CC(=O)OC1CC2CCC1(C2(C)C)C,SwissTargetPrediction,HMG-CoA reductase,HMGCR,P04035,CHEMBL402,Oxidoreductase,P04035,0.0312265582077,,,5
L-BORNYL-ACETATE,Abies alba,93009.0,CC(=O)OC1CC2CCC1(C2(C)C)C,SwissTargetPrediction,Cytochrome P450 19A1,CYP19A1,P11511,CHEMBL1978,Cytochrome P450,P11511,0.0312265582077,,,6
L-BORNYL-ACETATE,Abies alba,93009.0,CC(=O)OC1CC2CCC1(C2(C)C)C,SwissTargetPrediction,UDP-glucuronosyltransferase 2B7,UGT2B7,P16662,CHEMBL4370,Enzyme,P16662,0.0312265582077,,,7
L-BORNYL-ACETATE,Abies alba,93009.0,CC(=O)OC1CC2CCC1(C2(C)C)C,SwissTargetPrediction,Thromboxane-A synthase,TBXAS1,P24557,CHEMBL1835,Cytochrome P450,P24557,0.0312265582077,,,8
L-BORNYL-ACETATE,Abies alba,93009.0,CC(=O)OC1CC2CCC1(C2(C)C)C,SwissTargetPrediction,Cytochrome P450 11B1,CYP11B1,P15538,CHEMBL1908,Cytochrome P450,P15538,0.0312265582077,,,9
L-BORNYL-ACETATE,Abies alba,93009.0,CC(=O)OC1CC2CCC1(C2(C)C)C,SwissTargetPrediction,Cytochrome P450 11B2,CYP11B2,P19099,CHEMBL2722,Cytochrome P450,P19099,0.0312265582077,,,10
L-BORNYL-ACETATE,Abies alba,93009.0,CC(=O)OC1CC2CCC1(C2(C)C)C,SwissTargetPrediction,DNA polymerase alpha subunit,POLA1,P09884,CHEMBL1828,Transferase,P09884,0.0312265582077,,,11
L-BORNYL-ACETATE,Abies alba,93009.0,CC(=O)OC1CC2CCC1(C2(C)C)C,SwissTargetPrediction,11-beta-hydroxysteroid dehydrogenase 1,HSD11B1,P28845,CHEMBL4235,Enzyme,P28845,0.0312265582077,,,12
L-BORNYL-ACETATE,Abies alba,93009.0,CC(=O)OC1CC2CCC1(C2(C)C)C,SwissTargetPrediction,Alpha-2a adrenergic receptor,ADRA2A,P08913,CHEMBL1867,Family A G protein-coupled receptor,P08913,0.0312265582077,,,13
L-BORNYL-ACETATE,Abies alba,93009.0,CC(=O)OC1CC2CCC1(C2(C)C)C,SwissTargetPrediction,Adrenergic receptor alpha-2,ADRA2C,P18825,CHEMBL1916,Family A G protein-coupled receptor,P18825,0.0312265582077,,,14
L-BORNYL-ACETATE,Abies alba,93009.0,CC(=O)OC1CC2CCC1(C2(C)C)C,SwissTargetPrediction,Alpha-2b adrenergic receptor,ADRA2B,P18089,CHEMBL1942,Family A G protein-coupled receptor,P18089,0.0312265582077,,,15
TYROSINE,Abrus precatorius,6057.0,C1=CC(=CC=C1CC(C(=O)O)N)O,SwissTargetPrediction,Lysine-specific demethylase 4D-like,KDM4E,B2RXH2,CHEMBL1293226,Eraser,B2RXH2,0.212408695957,,,1
TYROSINE,Abrus precatorius,6057.0,C1=CC(=CC=C1CC(C(=O)O)N)O,SwissTargetPrediction,Tyrosine-protein kinase FYN,FYN,P06241,CHEMBL1841,Kinase,P06241,0.212408695957,,,2
TYROSINE,Abrus precatorius,6057.0,C1=CC(=CC=C1CC(C(=O)O)N)O,SwissTargetPrediction,Epidermal growth factor receptor erbB1,EGFR,P00533,CHEMBL203,Kinase,P00533,0.212408695957,,,3
TYROSINE,Abrus precatorius,6057.0,C1=CC(=CC=C1CC(C(=O)O)N)O,SwissTargetPrediction,Tyrosine-protein kinase LCK,LCK,P06239,CHEMBL258,Kinase,P06239,0.212408695957,,,4
